CLI,Agence Client,Type Client,Gestionnaire Client,Avec / Sans Compte,Segment Client,Segment Actif/Équipé,Actif/Inactif,Equipé/NonEquipé,District,Date d'EER,Statut Dossier,CLT/NONCLT,DATE SORTIE
43576802,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,26/09/2024,DRC Archivé,CLT,
43576876,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,10/02/2024,DRC Archivé,CLT,
43576950,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,20/09/2024,DRC Archivé,CLT,
43577025,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/09/2024,DRC Archivé,CLT,
43577099,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/04/2024,DRC Archivé,CLT,
43577173,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,04/05/2024,DRC Archivé,NON CLT,21/06/2024
43577248,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/03/2023,DRC Archivé,CLT,
43577322,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,14/02/2023,DRC en cours de Validation,NON CLT,28/02/2023
43577396,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,17/02/2023,DRC Archivé,CLT,
43577471,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,02/03/2023,DRC Archivé,CLT,
43577545,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,02/08/2023,DRC Archivé,NON CLT,20/12/2023
43577619,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,25/01/2023,DRC Archivé,CLT,
43577694,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,30/01/2023,DRC Archivé,NON CLT,24/07/2023
43577768,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,31/01/2023,DRC Archivé,CLT,
43577842,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,01/03/2023,DRC Archivé,CLT,
43577917,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/04/2023,DRC Archivé,CLT,
43577991,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,01/12/2023,DRC à numériser,NON CLT,
43578065,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/12/2023,DRC Archivé,CLT,
43578214,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,17/01/2023,DRC Archivé,CLT,
43578288,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,16/08/2023,DRC Archivé,CLT,
43578363,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,21/08/2023,DRC Archivé,CLT,
43578437,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,23/08/2023,DRC à numériser,NON CLT,09/04/2023
43578511,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,31/08/2023,DRC Archivé,CLT,
43578586,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,08/01/2023,DRC Archivé,CLT,
43578660,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,06/01/2023,DRC Archivé,CLT,
43578734,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,06/09/2023,DRC Archivé,CLT,
43578809,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,17/05/2023,DRC Archivé,NON CLT,12/09/2024
43578883,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,23/05/2023,DRC à numériser,NON CLT,
43578957,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,16/05/2023,DRC Archivé,CLT,
43579032,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,03/07/2024,DRC Archivé,CLT,
43579106,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,22/01/2024,DRC Archivé,CLT,
43579180,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,23/01/2024,DRC à numériser,CLT,
43579255,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,23/01/2024,DRC à numériser,CLT,
43579329,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,23/01/2024,DRC Archivé,CLT,
43579403,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,24/01/2024,DRC Archivé,CLT,
43579478,00000-CENTRALE,Particulier,002-CHARGE CLIENTELE 2 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/12/2024,DRC Archivé,CLT,
43579552,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,08/08/2024,DRC Archivé,NON CLT,
43579626,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,05/03/2023,DRC Archivé,CLT,
43579701,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/07/2025,DRC à numériser,NON CLT,
43579775,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/05/2024,DRC Archivé,CLT,
43579849,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,13/03/2025,DRC Archivé,CLT,
43579924,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,28/02/2025,DRC Archivé,NON CLT,
43579998,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,19/02/2025,DRC Archivé,NON CLT,
43580072,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,09/04/2023,DRC à numériser,NON CLT,
43580147,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,22/05/2024,DRC Archivé,CLT,
43580221,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,25/03/2024,DRC Archivé,CLT,
43580295,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,31/10/2024,DRC Archivé,NON CLT,
43580370,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,31/10/2024,DRC Archivé,NON CLT,
43580444,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES HAUTE GAMME,H.GAMME INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,22/01/2024,DRC Archivé,CLT,
43580518,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,20/11/2024,DRC Archivé,NON CLT,
43580593,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,PREMIUMS FIRST,PR FIRST INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,16/09/2024,DRC Archivé,CLT,
43580667,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/08/2024,DRC Archivé,NON CLT,
43580741,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/04/2024,DRC Archivé,NON CLT,
43580816,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/04/2024,DRC Archivé,NON CLT,
43580890,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/04/2024,DRC Archivé,NON CLT,
43580964,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/04/2024,DRC Archivé,NON CLT,
43581039,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/05/2024,DRC Archivé,NON CLT,
43581113,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,11/05/2024,DRC Archivé,NON CLT,
43581187,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,04/03/2023,DRC à numériser,NON CLT,
43581262,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,27/07/2023,DRC à numériser,NON CLT,
43581410,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,07/04/2023,DRC à numériser,NON CLT,
43581485,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,25/05/2023,DRC à numériser,NON CLT,
43581559,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,PREMIUMS ELITE,PR ELITE INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,18/05/2023,DRC Archivé,NON CLT,04/02/2024
43581633,00000-CENTRALE,Particulier,003-CHARGE SENIOR SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,07/04/2024,DRC Archivé,CLT,
43581708,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,11/07/2024,DRC Archivé,CLT,
43581782,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,18/02/2025,DRC en cours de Validation,CLT,
43581856,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES CLASSE MOYENNE,C.MOYENNE ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,27/03/2023,DRC Archivé,NON CLT,06/12/2024
43581931,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/03/2023,DRC Archivé,CLT,
43582005,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,28/03/2023,DRC Archivé,NON CLT,07/04/2023
43582079,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,30/03/2023,DRC à numériser,NON CLT,18/09/2024
43582154,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,30/03/2023,DRC Archivé,CLT,
43582228,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43582302,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,04/03/2023,DRC Archivé,CLT,
43582377,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,03/09/2023,DRC Archivé,CLT,
43582451,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/09/2023,DRC Archivé,CLT,
43582525,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,13/03/2023,DRC Archivé,CLT,
43582600,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,16/03/2023,DRC Archivé,CLT,
43582674,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/03/2023,DRC Archivé,CLT,
43582748,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,03/02/2023,DRC Archivé,NON CLT,17/03/2025
43582823,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/06/2023,DRC Archivé,CLT,
43582971,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/06/2023,DRC Archivé,CLT,
43583046,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,03/07/2023,DRC Archivé,CLT,
43583120,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,03/07/2023,DRC à numériser,CLT,
43583194,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,23/02/2023,DRC Archivé,NON CLT,25/05/2023
43583269,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,23/02/2023,DRC à numériser,NON CLT,19/10/2023
43583343,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,27/02/2023,DRC Archivé,CLT,
43583417,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,27/02/2023,DRC Archivé,CLT,
43583492,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,17/02/2023,DRC Archivé,CLT,
43583566,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,20/02/2023,DRC Archivé,CLT,
43583640,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,PREMIUMS FIRST,PR FIRST ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,20/02/2023,DRC à numériser,CLT,
43583715,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,PREMIUMS ELITE,PR ELITE ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,02/01/2023,DRC Archivé,CLT,
43583789,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,02/02/2023,DRC Archivé,CLT,
43583863,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,02/02/2023,DRC Archivé,CLT,
43583938,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,02/08/2023,DRC Archivé,CLT,
43584012,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,18/01/2023,DRC Archivé,CLT,
43584086,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,23/01/2023,DRC Archivé,CLT,
43584161,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,25/01/2023,DRC Archivé,CLT,
43584235,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,26/01/2023,DRC à numériser,NON CLT,29/09/2023
43584309,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF NON EQUIPE,ACTIF,NON EQUIPE,SIEGE,27/01/2023,DRC Archivé,NON CLT,08/02/2024
43584384,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,NON AFFECTE,NON AFFECTE,NON AFFECTE,NON AFFECTE,SIEGE,01/04/2023,DRC Archivé,NON CLT,03/10/2023
43584458,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/11/2023,DRC Archivé,CLT,
43584532,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD INACTIF EQUIPE,INACTIF,EQUIPE,SIEGE,13/01/2023,DRC Archivé,CLT,
43584607,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,13/01/2023,DRC Archivé,CLT,
43584681,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,13/01/2023,DRC Archivé,CLT,
43584755,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,22/02/2024,DRC Archivé,CLT,
43584830,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES HAUTE GAMME,H.GAMME ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,01/02/2023,DRC Archivé,CLT,
43584904,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,09/11/2023,DRC à numériser,CLT,
43584978,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,ADULTES GRAND PUBLIC,G.PUBLIC INACTIF NON EQUIPE,INACTIF,NON EQUIPE,SIEGE,22/09/2023,DRC Archivé,NON CLT,12/09/2024
43585053,00000-CENTRALE,Particulier,004-CHARGE CLIENTELE 4 SRCL SIEGE,Avec compte,JEUNES ADULTES,JEUNES AD ACTIF EQUIPE,ACTIF,EQUIPE,SIEGE,08/09/2023,DRC Archivé,CLT,
